timeToMaturityDays,liquidityScale,lltv,depth,oracleDisplacement,manipulationAchievableOnCurve,bindingConstraint,oraclePriceExceedsRedemptionCeiling,maxUpwardDisplacementAvailable,displacementRequiredForInsolvency,displacementInsolvencyReachable,manipulationCost,attackCapitalRequired,attackerOwnCapital,additionalBorrowCapacity,totalDebt,effectiveLeverage,manipulatedCollateralMark,referenceCollateralMark,realizableCollateralMark,oracleOvervaluation,liquidationValue,liquidationProfitable,liquidationLoss,protocolShortfall,attackerPnL,attackerNetOfManipulationCost,solventUnderReferenceMark,solventUnderRealizableMark
365,0.25,0.945,20,0.1,false,CURVE_PROPORTION_CAP,false,0.10789118092244898,0.058201058201058364,true,,,7548.330805512461,19526.531768365006,201728.68729583782,27.374259439173606,227292.96238308487,206629.96580280442,204923.52147348554,20662.99658028045,0,false,206629.96580280442,0,-6043.945026715343,-6043.945026715343,true,true
365,1,0.86,1,0,true,,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,0,25446.932811543607,1.836165959392135,55439.95230125198,55439.95230125198,54999.48510458041,0,25446.932811543607,true,29993.01948970837,0,-1545.3604664443737,-1545.3604664443737,true,true
365,1,0.86,1,0.01,true,,false,0.10789118092244898,0.16279069767441867,false,18671.750715002534,738054.909977766,30193.323222049843,478.9540721407029,25701.402139659043,1.8445248163069887,56249.257309547516,55692.33396984902,55249.85562161932,556.9233396984928,25701.402139659043,true,29990.93183018998,0,-1558.5022855332645,-20230.2530005358,true,true
365,1,0.86,1,0.02,true,,false,0.10789118092244898,0.16279069767441867,false,47467.447857951745,1350932.2229548485,30193.323222049843,962.2490801143722,25955.87146777448,1.8528836176364445,57063.608239340945,55944.713960138186,55500.22441978032,1118.8942792027592,25955.87146777448,true,29988.842492363707,0,-1571.6457664932932,-49039.09362444504,true,true
365,1,0.86,1,0.05,false,CURVE_PROPORTION_CAP,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,2438.1792860079804,26719.279452120787,1.8779596880956104,59536.93605368321,56701.843860650675,56251.32050055491,2835.092193032535,0,false,56701.843860650675,0,-1611.0861813651063,-1611.0861813651063,true,true
365,1,0.86,1,0.1,false,CURVE_PROPORTION_CAP,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,4984.877637174635,27991.626092697967,1.9197520269378232,63760.06280107094,57963.69345551904,57503.112918429106,5796.369345551902,0,false,57963.69345551904,0,-1676.8534506884316,-1676.8534506884316,true,true
365,1,0.86,3,0,true,,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,0,65881.85599962433,3.1643173887662206,95541.25769617126,95541.25769617126,94780.55439253278,0,65881.85599962433,true,29659.401696546935,0,-3635.422310687394,-3635.422310687394,true,true
365,1,0.86,3,0.01,true,,false,0.10789118092244898,0.16279069767441867,false,18671.750715002534,738054.909977766,30193.323222049843,832.2529644724418,67124.96788831468,3.2051324661533354,97741.33652525392,96773.6005200534,96003.03460261217,967.7360052005242,67124.96788831468,true,29648.632631738714,0,-3700.185367017566,-22371.9360820201,true,true
365,1,0.86,3,0.02,true,,false,0.10789118092244898,0.16279069767441867,false,47467.447857951745,1350932.2229548485,30193.323222049843,1685.9607114373357,68383.26684952076,3.2464452777960493,99981.39102709739,98020.97159519352,97240.42148753088,1960.4194319038652,68383.26684952076,true,29637.70474567276,0,-3765.7665982716208,-51233.214456223366,true,true
365,1,0.86,3,0.05,false,CURVE_PROPORTION_CAP,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,4379.734736025726,72250.34793049034,3.3734046245118634,106947.01099597661,101854.29618664438,101043.05523447337,5092.714809332232,0,false,101854.29618664438,0,-3967.485250304271,-3967.485250304271,true,true
